timestamp,flux_nA
2025-11-01T10:14:31.402,-0.07
2025-11-01T10:14:31.928,-0.09
2025-11-01T10:14:32.430,-0.09
2025-11-01T10:14:32.926,-0.09
2025-11-01T10:14:33.434,-0.08
2025-11-01T10:14:33.923,-0.09
2025-11-01T10:14:34.426,-0.09
2025-11-01T10:14:34.939,-0.09
2025-11-01T10:14:35.448,-0.09
2025-11-01T10:14:35.947,-0.09
2025-11-01T10:14:36.445,-0.09
2025-11-01T10:14:36.934,-0.09
2025-11-01T10:14:37.446,-0.08
2025-11-01T10:14:37.944,-0.11
2025-11-01T10:14:38.458,-0.08
2025-11-01T10:14:38.961,-0.08
2025-11-01T10:14:39.470,-0.09
2025-11-01T10:14:39.964,-0.1
2025-11-01T10:14:40.465,-0.07
2025-11-01T10:14:40.968,-0.1
2025-11-01T10:14:41.470,-0.1
2025-11-01T10:14:41.976,-0.1
2025-11-01T10:14:42.476,-0.09
2025-11-01T10:14:42.980,-0.09
2025-11-01T10:14:43.475,-0.1
2025-11-01T10:14:43.985,-0.1
2025-11-01T10:14:44.485,-0.08
2025-11-01T10:14:44.996,-0.09
2025-11-01T10:14:45.494,-0.09
2025-11-01T10:14:45.995,-0.08
2025-11-01T10:14:46.505,-0.09
2025-11-01T10:14:47.010,-0.09
2025-11-01T10:14:47.511,-0.07
2025-11-01T10:14:48.009,-0.11
2025-11-01T10:14:48.512,-0.09
2025-11-01T10:14:49.005,-0.09
2025-11-01T10:14:49.518,-0.1
2025-11-01T10:14:50.025,-0.1
2025-11-01T10:14:50.534,-0.09
2025-11-01T10:14:51.045,-0.09
2025-11-01T10:14:51.545,-0.08
2025-11-01T10:14:52.034,-0.09
2025-11-01T10:14:52.549,-0.09
2025-11-01T10:14:53.049,-0.09
2025-11-01T10:14:53.564,-0.09
2025-11-01T10:14:54.077,-0.09
2025-11-01T10:14:54.580,-0.08
2025-11-01T10:14:55.080,-0.1
2025-11-01T10:14:55.590,-0.09
2025-11-01T10:14:56.079,-0.09
2025-11-01T10:14:56.587,-0.08
2025-11-01T10:14:57.094,-0.11
2025-11-01T10:14:57.590,-0.1
2025-11-01T10:14:58.094,-0.1
2025-11-01T10:14:58.597,-0.07
2025-11-01T10:14:59.098,-0.09
2025-11-01T10:14:59.604,-0.09
2025-11-01T10:15:00.095,-0.09
2025-11-01T10:15:00.609,-0.08
2025-11-01T10:15:01.129,-0.09
2025-11-01T10:15:01.632,-0.09
2025-11-01T10:15:02.132,-0.1
2025-11-01T10:15:02.631,-0.09
2025-11-01T10:15:03.148,-0.09
2025-11-01T10:15:03.654,-0.09
2025-11-01T10:15:04.173,-0.1
2025-11-01T10:15:04.668,-0.07
2025-11-01T10:15:05.155,-0.09
2025-11-01T10:15:05.665,-0.07
2025-11-01T10:15:06.155,-0.07
2025-11-01T10:15:06.665,-0.11
2025-11-01T10:15:07.175,-0.08
2025-11-01T10:15:07.727,-0.1
2025-11-01T10:15:08.172,-0.1
2025-11-01T10:15:08.675,-0.09
2025-11-01T10:15:09.182,-0.09
2025-11-01T10:15:09.671,-0.09
2025-11-01T10:15:10.184,-0.08
2025-11-01T10:15:10.702,-0.09
2025-11-01T10:15:11.191,-0.09
2025-11-01T10:15:11.692,-0.1
2025-11-01T10:15:12.204,-0.1
2025-11-01T10:15:12.702,-0.08
2025-11-01T10:15:13.223,-0.08
2025-11-01T10:15:13.718,-0.1
2025-11-01T10:15:14.235,-0.09
2025-11-01T10:15:14.725,-0.08
2025-11-01T10:15:15.224,-0.07
2025-11-01T10:15:15.721,-0.07
2025-11-01T10:15:16.228,-0.1
2025-11-01T10:15:16.729,-0.1
2025-11-01T10:15:17.245,-0.11
2025-11-01T10:15:17.733,-0.09
2025-11-01T10:15:18.248,-0.09
2025-11-01T10:15:18.744,-0.08
2025-11-01T10:15:19.235,-0.09
2025-11-01T10:15:19.742,-0.09
2025-11-01T10:15:20.235,-0.08
2025-11-01T10:15:20.739,-0.11
2025-11-01T10:15:21.249,-0.07
2025-11-01T10:15:21.752,-0.09
2025-11-01T10:15:22.262,-0.11
2025-11-01T10:15:22.750,-0.07
2025-11-01T10:15:23.243,-0.07
2025-11-01T10:15:23.768,-0.1
2025-11-01T10:15:25.037,-0.07
2025-11-01T10:15:25.278,-0.08
2025-11-01T10:15:25.784,-0.12
2025-11-01T10:15:26.279,-0.08
2025-11-01T10:15:26.787,-0.08
2025-11-01T10:15:27.301,-0.08
2025-11-01T10:15:27.818,-0.09
2025-11-01T10:15:28.320,-0.07
2025-11-01T10:15:28.822,-0.09
2025-11-01T10:15:29.331,-0.08
2025-11-01T10:15:29.838,-0.1
2025-11-01T10:15:30.350,-0.1
2025-11-01T10:15:30.860,-0.1
2025-11-01T10:15:31.369,-0.09
2025-11-01T10:15:31.867,-0.08
2025-11-01T10:15:32.366,-0.07
2025-11-01T10:15:32.868,-0.08
2025-11-01T10:15:33.367,-0.1
2025-11-01T10:15:33.866,-0.1
2025-11-01T10:15:34.363,-0.08
2025-11-01T10:15:34.863,-0.08
2025-11-01T10:15:35.365,-0.1
2025-11-01T10:15:35.868,-0.09
2025-11-01T10:15:36.354,-0.1
2025-11-01T10:15:36.873,-0.09
2025-11-01T10:15:37.373,-0.09
2025-11-01T10:15:37.862,-0.1
2025-11-01T10:15:38.365,-0.09
2025-11-01T10:15:38.873,-0.09
2025-11-01T10:15:39.358,-0.08
2025-11-01T10:15:39.863,-0.09
2025-11-01T10:15:40.360,-0.08
2025-11-01T10:15:40.861,-0.08
2025-11-01T10:15:41.361,-0.08
2025-11-01T10:15:41.866,-0.08
2025-11-01T10:15:42.365,-0.09
2025-11-01T10:15:42.863,-0.11
2025-11-01T10:15:43.360,-0.07
2025-11-01T10:15:43.876,-0.1
2025-11-01T10:15:44.395,-0.1
2025-11-01T10:15:44.907,-0.08
2025-11-01T10:15:45.419,-0.1
2025-11-01T10:15:45.920,-0.09
2025-11-01T10:15:46.410,-0.1
2025-11-01T10:15:46.913,-0.06
2025-11-01T10:15:47.414,-0.1
2025-11-01T10:15:47.910,-0.1
2025-11-01T10:15:48.419,-0.08
2025-11-01T10:15:48.918,-0.1
2025-11-01T10:15:49.423,-0.08
2025-11-01T10:15:49.932,-0.1
2025-11-01T10:15:51.280,-0.1
2025-11-01T10:15:51.435,-0.1
2025-11-01T10:15:52.527,-0.08
2025-11-01T10:15:53.803,-0.11
2025-11-01T10:15:53.937,-0.1
2025-11-01T10:15:55.080,-0.09
2025-11-01T10:15:55.439,-0.09
2025-11-01T10:15:55.952,-0.1
2025-11-01T10:15:56.444,-0.1
2025-11-01T10:15:56.939,-0.09
2025-11-01T10:15:57.453,-0.09
2025-11-01T10:15:57.947,-0.09
2025-11-01T10:15:58.460,-0.09
2025-11-01T10:15:58.959,-0.11
2025-11-01T10:15:59.454,-0.09
2025-11-01T10:15:59.954,-0.09
2025-11-01T10:16:00.470,-0.09
2025-11-01T10:16:00.957,-0.11
2025-11-01T10:16:01.462,-0.11
2025-11-01T10:16:01.978,-0.08
2025-11-01T10:16:03.308,-0.09
2025-11-01T10:16:03.488,-0.09
2025-11-01T10:16:04.568,-0.1
2025-11-01T10:16:05.813,-0.1
2025-11-01T10:16:06.016,-0.1
2025-11-01T10:16:07.054,-0.1
2025-11-01T10:16:08.309,-0.11
2025-11-01T10:16:08.540,-0.11
2025-11-01T10:16:09.580,-0.1
2025-11-01T10:16:10.824,-0.09
2025-11-01T10:16:11.936,-0.09
2025-11-01T10:16:12.084,-0.09
2025-11-01T10:16:13.129,-0.09
2025-11-01T10:16:14.372,-0.11
2025-11-01T10:16:14.591,-0.07
2025-11-01T10:16:15.089,-0.07
2025-11-01T10:16:15.590,-0.09
2025-11-01T10:16:16.092,-0.09
2025-11-01T10:16:16.594,-0.08
2025-11-01T10:16:17.081,-0.09
2025-11-01T10:16:17.593,-0.09
2025-11-01T10:16:18.074,-0.08
2025-11-01T10:16:18.592,-0.08
2025-11-01T10:16:19.102,-0.08
2025-11-01T10:16:19.597,-0.07
2025-11-01T10:16:20.114,-0.09
2025-11-01T10:16:20.608,-0.08
2025-11-01T10:16:21.121,-0.1
2025-11-01T10:16:21.624,-0.1
2025-11-01T10:16:22.129,-0.09
2025-11-01T10:16:22.630,-0.09
2025-11-01T10:16:23.130,-0.09
2025-11-01T10:16:23.632,-0.08
2025-11-01T10:16:24.133,-0.09
2025-11-01T10:16:25.178,-0.07
2025-11-01T10:16:26.435,-0.09
2025-11-01T10:16:26.632,-0.09
2025-11-01T10:16:27.671,-0.07
2025-11-01T10:16:28.928,-0.1
2025-11-01T10:16:29.162,-0.06
2025-11-01T10:16:30.206,-0.08
2025-11-01T10:16:31.454,-0.1
2025-11-01T10:16:31.653,-0.08
2025-11-01T10:16:32.157,-0.08
2025-11-01T10:16:32.661,-0.1
2025-11-01T10:16:33.173,-0.1
2025-11-01T10:16:33.666,-0.07
2025-11-01T10:16:34.168,-0.08
2025-11-01T10:16:34.665,-0.09
2025-11-01T10:16:35.171,-0.1
2025-11-01T10:16:35.661,-0.09
2025-11-01T10:16:36.157,-0.09
2025-11-01T10:16:36.654,-0.07
2025-11-01T10:16:37.905,-0.07
2025-11-01T10:16:39.081,-0.06
2025-11-01T10:16:39.182,-0.06
2025-11-01T10:16:40.342,-0.06
2025-11-01T10:16:40.666,-0.06
2025-11-01T10:16:41.158,0.07
2025-11-01T10:16:41.672,0.06
2025-11-01T10:16:42.160,0.06
2025-11-01T10:16:42.669,0.06
2025-11-01T10:16:43.168,0.06
2025-11-01T10:16:43.667,0.07
2025-11-01T10:16:44.161,0.09
2025-11-01T10:16:44.659,0.05
2025-11-01T10:16:45.172,0.08
2025-11-01T10:16:45.667,0.08
2025-11-01T10:16:46.156,0.08
2025-11-01T10:16:46.661,0.05
2025-11-01T10:16:47.159,-0.06
2025-11-01T10:16:47.663,0.08
2025-11-01T10:16:48.161,0.09
2025-11-01T10:16:48.667,0.07
2025-11-01T10:16:49.174,0.08
2025-11-01T10:16:49.663,0.08
2025-11-01T10:16:50.168,0.09
2025-11-01T10:16:50.670,0.08
2025-11-01T10:16:51.185,0.09
2025-11-01T10:16:51.676,0.06
2025-11-01T10:16:52.175,0.09
2025-11-01T10:16:52.674,0.08
2025-11-01T10:16:53.178,0.08
2025-11-01T10:16:53.680,0.08
2025-11-01T10:16:54.171,0.09
2025-11-01T10:16:54.685,0.07
2025-11-01T10:16:55.172,0.09
2025-11-01T10:16:55.668,0.07
2025-11-01T10:16:56.992,0.11
2025-11-01T10:16:57.181,0.11
2025-11-01T10:16:57.678,0.12
2025-11-01T10:16:58.191,0.16
2025-11-01T10:16:58.699,0.15
2025-11-01T10:16:59.220,0.16
2025-11-01T10:16:59.703,0.16
2025-11-01T10:17:00.210,0.15
2025-11-01T10:17:00.702,0.15
2025-11-01T10:17:01.217,0.16
2025-11-01T10:17:01.718,0.15
2025-11-01T10:17:02.230,0.15
2025-11-01T10:17:02.729,0.18
2025-11-01T10:17:03.219,0.18
2025-11-01T10:17:03.733,0.17
2025-11-01T10:17:04.847,0.16
2025-11-01T10:17:05.223,0.27
2025-11-01T10:17:05.736,0.29
2025-11-01T10:17:06.247,0.3
2025-11-01T10:17:06.750,0.31
2025-11-01T10:17:07.247,0.31
2025-11-01T10:17:07.740,0.32
2025-11-01T10:17:08.252,0.33
2025-11-01T10:17:08.747,0.3
2025-11-01T10:17:09.252,0.31
2025-11-01T10:17:09.759,0.32
2025-11-01T10:17:10.267,0.3
2025-11-01T10:17:10.765,0.3
2025-11-01T10:17:11.281,0.31
2025-11-01T10:17:11.769,0.29
2025-11-01T10:17:12.277,0.33
2025-11-01T10:17:12.779,0.3
2025-11-01T10:17:13.292,0.32
2025-11-01T10:17:13.787,0.32
2025-11-01T10:17:14.275,0.32
2025-11-01T10:17:15.342,0.31
2025-11-01T10:17:15.793,0.48
2025-11-01T10:17:16.292,0.57
2025-11-01T10:17:16.796,0.57
2025-11-01T10:17:17.286,0.57
2025-11-01T10:17:17.800,0.57
2025-11-01T10:17:18.309,0.61
2025-11-01T10:17:18.831,0.57
2025-11-01T10:17:19.310,0.58
2025-11-01T10:17:19.815,0.5499999999999999
2025-11-01T10:17:20.312,0.5900000000000001
2025-11-01T10:17:20.828,0.5900000000000001
2025-11-01T10:17:21.333,0.5900000000000001
2025-11-01T10:17:21.839,0.56
2025-11-01T10:17:22.345,0.6
2025-11-01T10:17:22.849,0.57
2025-11-01T10:17:23.340,0.57
2025-11-01T10:17:23.855,0.56
2025-11-01T10:17:24.373,0.57
2025-11-01T10:17:24.858,0.57
2025-11-01T10:17:25.356,0.57
2025-11-01T10:17:25.869,0.5499999999999999
2025-11-01T10:17:26.378,0.57
2025-11-01T10:17:26.871,0.5900000000000001
2025-11-01T10:17:28.014,0.6699999999999999
2025-11-01T10:17:28.388,0.97
2025-11-01T10:17:28.895,0.97
2025-11-01T10:17:29.393,0.9900000000000001
2025-11-01T10:17:29.896,0.9799999999999999
2025-11-01T10:17:30.403,0.96
2025-11-01T10:17:30.906,0.9799999999999999
2025-11-01T10:17:31.398,0.93
2025-11-01T10:17:31.908,0.93
2025-11-01T10:17:32.413,0.96
2025-11-01T10:17:32.917,0.9
2025-11-01T10:17:33.419,0.92
2025-11-01T10:17:33.928,0.9
2025-11-01T10:17:34.426,0.87
2025-11-01T10:17:34.942,0.88
2025-11-01T10:17:35.443,0.86
2025-11-01T10:17:35.953,0.8300000000000001
2025-11-01T10:17:36.463,0.8300000000000001
2025-11-01T10:17:36.971,0.86
2025-11-01T10:17:37.460,0.82
2025-11-01T10:17:37.953,0.8099999999999999
2025-11-01T10:17:38.472,0.77
2025-11-01T10:17:38.950,0.78
2025-11-01T10:17:39.470,0.77
2025-11-01T10:17:39.985,0.77
2025-11-01T10:17:40.485,0.74
2025-11-01T10:17:40.985,0.76
2025-11-01T10:17:41.499,0.73
2025-11-01T10:17:42.012,0.74
2025-11-01T10:17:42.514,0.7
2025-11-01T10:17:43.000,0.7
2025-11-01T10:17:43.519,0.7100000000000001
2025-11-01T10:17:44.018,0.7
2025-11-01T10:17:44.521,0.68
2025-11-01T10:17:45.020,0.69
2025-11-01T10:17:45.517,0.66
2025-11-01T10:17:46.024,0.7
2025-11-01T10:17:46.521,0.69
2025-11-01T10:17:47.019,0.69
2025-11-01T10:17:47.527,0.65
2025-11-01T10:17:48.024,0.6699999999999999
2025-11-01T10:17:48.523,0.66
2025-11-01T10:17:49.043,0.66
2025-11-01T10:17:49.517,0.64
2025-11-01T10:17:50.017,0.65
2025-11-01T10:17:50.519,0.65
2025-11-01T10:17:51.019,0.69
2025-11-01T10:17:51.518,0.64
2025-11-01T10:17:52.024,0.6699999999999999
2025-11-01T10:17:52.518,0.6699999999999999
2025-11-01T10:17:53.020,0.62
2025-11-01T10:17:53.509,0.6699999999999999
2025-11-01T10:17:54.009,0.6699999999999999
2025-11-01T10:17:54.524,0.63
2025-11-01T10:17:55.027,0.65
2025-11-01T10:17:55.521,0.63
2025-11-01T10:17:56.035,0.6699999999999999
2025-11-01T10:17:56.529,0.6699999999999999
2025-11-01T10:17:57.036,0.63
2025-11-01T10:17:57.542,0.63
2025-11-01T10:17:58.041,0.66
2025-11-01T10:17:58.544,0.63
2025-11-01T10:17:59.037,0.66
2025-11-01T10:17:59.535,0.65
2025-11-01T10:18:00.049,0.64
2025-11-01T10:18:00.553,0.6699999999999999
2025-11-01T10:18:01.044,0.6699999999999999
2025-11-01T10:18:02.335,0.63
2025-11-01T10:18:02.558,0.63
2025-11-01T10:18:03.055,0.64
2025-11-01T10:18:03.547,0.64
2025-11-01T10:18:04.045,0.64
2025-11-01T10:18:04.552,0.61
2025-11-01T10:18:05.065,0.64
2025-11-01T10:18:05.565,0.65
2025-11-01T10:18:06.071,0.6
2025-11-01T10:18:06.567,0.64
2025-11-01T10:18:07.067,0.61
2025-11-01T10:18:07.560,0.61
2025-11-01T10:18:08.066,0.61
2025-11-01T10:18:08.563,0.6
2025-11-01T10:18:09.063,0.6
2025-11-01T10:18:09.608,0.61
2025-11-01T10:18:10.070,0.58
2025-11-01T10:18:10.572,0.61
2025-11-01T10:18:11.090,0.57
2025-11-01T10:18:11.588,0.57
2025-11-01T10:18:12.096,0.6
2025-11-01T10:18:12.588,0.5900000000000001
2025-11-01T10:18:13.082,0.56
2025-11-01T10:18:13.588,0.5900000000000001
2025-11-01T10:18:14.094,0.5499999999999999
2025-11-01T10:18:14.602,0.57
2025-11-01T10:18:15.099,0.57
2025-11-01T10:18:15.598,0.5499999999999999
2025-11-01T10:18:16.107,0.58
2025-11-01T10:18:16.595,0.58
2025-11-01T10:18:17.101,0.54
2025-11-01T10:18:17.599,0.56
2025-11-01T10:18:18.104,0.56
2025-11-01T10:18:18.606,0.56
2025-11-01T10:18:19.114,0.54
2025-11-01T10:18:19.612,0.56
2025-11-01T10:18:20.117,0.5499999999999999
2025-11-01T10:18:20.621,0.56
2025-11-01T10:18:21.125,0.54
2025-11-01T10:18:21.610,0.56
2025-11-01T10:18:22.114,0.56
2025-11-01T10:18:22.612,0.56
2025-11-01T10:18:23.128,0.53
2025-11-01T10:18:23.638,0.54
2025-11-01T10:18:24.143,0.5199999999999999
2025-11-01T10:18:24.657,0.56
2025-11-01T10:18:25.153,0.54
2025-11-01T10:18:25.671,0.53
2025-11-01T10:18:26.169,0.53
2025-11-01T10:18:26.670,0.57
2025-11-01T10:18:27.154,0.53
2025-11-01T10:18:27.657,0.54
2025-11-01T10:18:28.172,0.5199999999999999
2025-11-01T10:18:28.690,0.5499999999999999
2025-11-01T10:18:29.197,0.5499999999999999
2025-11-01T10:18:29.706,0.5199999999999999
2025-11-01T10:18:30.252,0.56
2025-11-01T10:18:30.687,0.56
2025-11-01T10:18:31.196,0.54
2025-11-01T10:18:31.692,0.54
2025-11-01T10:18:32.196,0.53
2025-11-01T10:18:32.699,0.54
2025-11-01T10:18:33.196,0.5499999999999999
2025-11-01T10:18:33.692,0.5499999999999999
2025-11-01T10:18:34.198,0.53
2025-11-01T10:18:34.693,0.5499999999999999
2025-11-01T10:18:36.067,0.5199999999999999
2025-11-01T10:18:36.191,0.56
2025-11-01T10:18:36.697,0.56
2025-11-01T10:18:37.201,0.5499999999999999
2025-11-01T10:18:37.688,0.5900000000000001
2025-11-01T10:18:38.186,0.5900000000000001
2025-11-01T10:18:38.687,0.58
2025-11-01T10:18:39.189,0.62
2025-11-01T10:18:39.693,0.61
2025-11-01T10:18:40.197,0.65
2025-11-01T10:18:40.695,0.65
2025-11-01T10:18:41.208,0.64
2025-11-01T10:18:41.706,0.6699999999999999
2025-11-01T10:18:42.209,0.68
2025-11-01T10:18:42.715,0.6699999999999999
2025-11-01T10:18:43.212,0.7
2025-11-01T10:18:43.715,0.7100000000000001
2025-11-01T10:18:44.210,0.7100000000000001
2025-11-01T10:18:44.703,0.72
2025-11-01T10:18:45.207,0.73
2025-11-01T10:18:45.716,0.74
2025-11-01T10:18:46.211,0.75
2025-11-01T10:18:46.706,0.73
2025-11-01T10:18:47.218,0.76
2025-11-01T10:18:47.709,0.76
2025-11-01T10:18:48.207,0.77
2025-11-01T10:18:48.717,0.75
2025-11-01T10:18:49.200,0.8099999999999999
2025-11-01T10:18:49.709,0.7899999999999999
2025-11-01T10:18:50.217,0.82
2025-11-01T10:18:50.705,0.78
2025-11-01T10:18:51.208,0.78
2025-11-01T10:18:51.704,0.82
2025-11-01T10:18:52.212,0.82
2025-11-01T10:18:52.704,0.8
2025-11-01T10:18:53.215,0.8300000000000001
2025-11-01T10:18:53.715,0.8300000000000001
2025-11-01T10:18:54.219,0.86
2025-11-01T10:18:54.723,0.86
2025-11-01T10:18:55.237,0.86
2025-11-01T10:18:55.738,0.8300000000000001
2025-11-01T10:18:56.253,0.85
2025-11-01T10:18:56.756,0.84
2025-11-01T10:18:57.259,0.86
2025-11-01T10:18:57.756,0.88
2025-11-01T10:18:58.253,0.88
2025-11-01T10:18:58.758,0.88
2025-11-01T10:18:59.255,0.9
2025-11-01T10:18:59.760,0.85
2025-11-01T10:19:00.266,0.88
2025-11-01T10:19:00.752,0.88
2025-11-01T10:19:01.262,0.85
2025-11-01T10:19:01.750,0.85
2025-11-01T10:19:02.252,0.89
2025-11-01T10:19:02.764,0.88
2025-11-01T10:19:03.277,0.9
2025-11-01T10:19:03.772,0.87
2025-11-01T10:19:04.284,0.9099999999999999
2025-11-01T10:19:04.783,0.89
2025-11-01T10:19:05.286,0.88
2025-11-01T10:19:05.798,0.88
2025-11-01T10:19:06.289,0.9
2025-11-01T10:19:06.788,0.9
2025-11-01T10:19:07.296,0.93
2025-11-01T10:19:07.790,0.9
2025-11-01T10:19:08.281,0.9099999999999999
2025-11-01T10:19:08.791,0.92
2025-11-01T10:19:09.298,0.92
2025-11-01T10:19:09.817,0.89
2025-11-01T10:19:10.323,0.92
2025-11-01T10:19:10.819,0.9
2025-11-01T10:19:11.371,0.9400000000000001
2025-11-01T10:19:11.813,0.93
2025-11-01T10:19:12.324,0.93
2025-11-01T10:19:12.827,0.9
2025-11-01T10:19:13.331,0.9400000000000001
2025-11-01T10:19:13.806,0.92
2025-11-01T10:19:14.329,0.9099999999999999
2025-11-01T10:19:14.846,0.93
2025-11-01T10:19:15.349,0.93
2025-11-01T10:19:15.855,0.93
2025-11-01T10:19:16.369,0.9400000000000001
2025-11-01T10:19:16.862,0.9099999999999999
2025-11-01T10:19:17.356,0.9500000000000001
2025-11-01T10:19:17.862,0.9400000000000001
2025-11-01T10:19:19.355,7.09
2025-11-01T10:19:19.863,3.73
2025-11-01T10:19:20.356,0.9799999999999999
2025-11-01T10:19:20.879,0.92
2025-11-01T10:19:21.376,0.9099999999999999
2025-11-01T10:19:21.892,0.9400000000000001
2025-11-01T10:19:22.379,0.89
2025-11-01T10:19:22.894,0.89
2025-11-01T10:19:23.401,0.93
2025-11-01T10:19:23.909,0.89
2025-11-01T10:19:24.422,0.92
2025-11-01T10:19:24.914,0.9099999999999999
2025-11-01T10:19:25.422,0.89
2025-11-01T10:19:25.939,0.93
2025-11-01T10:19:26.440,0.9099999999999999
2025-11-01T10:19:26.942,0.9099999999999999
2025-11-01T10:19:27.442,0.92
2025-11-01T10:19:27.956,0.89
2025-11-01T10:19:28.455,0.92
2025-11-01T10:19:29.549,0.9099999999999999
2025-11-01T10:19:29.966,0.92
2025-11-01T10:19:30.459,0.92
2025-11-01T10:19:30.966,0.93
2025-11-01T10:19:31.452,0.9
2025-11-01T10:19:31.966,0.93
2025-11-01T10:19:32.455,0.92
2025-11-01T10:19:32.958,0.92
2025-11-01T10:19:33.457,0.9
2025-11-01T10:19:33.964,0.9
2025-11-01T10:19:34.460,0.92
2025-11-01T10:19:34.966,0.92
2025-11-01T10:19:35.463,0.9
2025-11-01T10:19:35.967,0.9400000000000001
2025-11-01T10:19:36.463,0.89
2025-11-01T10:19:36.960,0.9500000000000001
2025-11-01T10:19:38.083,0.9099999999999999
2025-11-01T10:19:38.479,0.9
2025-11-01T10:19:38.981,0.92
2025-11-01T10:19:39.485,0.9
2025-11-01T10:19:39.973,0.93
2025-11-01T10:19:40.473,0.89
2025-11-01T10:19:41.570,0.93
2025-11-01T10:19:41.996,0.9
2025-11-01T10:19:42.494,0.8300000000000001
2025-11-01T10:19:43.004,0.82
2025-11-01T10:19:43.508,0.78
2025-11-01T10:19:44.008,0.73
2025-11-01T10:19:44.497,0.73
2025-11-01T10:19:45.008,0.7
2025-11-01T10:19:45.507,0.68
