timestamp,pressure,temperature
2025-11-06T09:20:37.175,1.412e-08,18.0
2025-11-06T09:20:38.210,1.4140000000000001e-08,18.0
2025-11-06T09:20:39.265,1.415e-08,18.0
2025-11-06T09:20:40.319,1.418e-08,18.0
2025-11-06T09:20:41.365,1.4159999999999999e-08,18.0
2025-11-06T09:20:42.424,1.4169999999999999e-08,18.0
2025-11-06T09:20:43.480,1.413e-08,18.0
2025-11-06T09:20:44.536,1.4159999999999999e-08,18.0
2025-11-06T09:20:45.593,1.4159999999999999e-08,18.0
2025-11-06T09:20:46.645,1.419e-08,18.0
2025-11-06T09:20:47.699,1.418e-08,18.0
2025-11-06T09:20:48.753,1.4169999999999999e-08,18.0
2025-11-06T09:20:49.810,1.418e-08,18.0
2025-11-06T09:20:50.862,1.4159999999999999e-08,18.0
2025-11-06T09:20:51.916,1.418e-08,18.0
2025-11-06T09:20:52.970,1.421e-08,18.0
2025-11-06T09:20:54.026,1.4169999999999999e-08,18.0
2025-11-06T09:20:55.079,1.418e-08,18.0
2025-11-06T09:20:56.142,1.419e-08,18.0
2025-11-06T09:20:57.188,1.419e-08,18.0
2025-11-06T09:20:58.241,1.419e-08,18.0
2025-11-06T09:20:59.294,1.415e-08,18.0
2025-11-06T09:21:00.350,1.42e-08,18.0
2025-11-06T09:21:01.405,1.418e-08,18.0
2025-11-06T09:21:02.450,1.4159999999999999e-08,18.0
2025-11-06T09:21:03.517,1.42e-08,18.0
2025-11-06T09:21:04.567,1.421e-08,18.0
2025-11-06T09:21:05.647,1.412e-08,18.0
2025-11-06T09:21:06.692,1.4159999999999999e-08,18.0
2025-11-06T09:21:07.747,1.418e-08,18.0
2025-11-06T09:21:08.799,1.4169999999999999e-08,18.0
2025-11-06T09:21:09.848,1.4159999999999999e-08,18.0
2025-11-06T09:21:10.910,1.4159999999999999e-08,18.0
2025-11-06T09:21:12.011,1.4220000000000001e-08,18.0
2025-11-06T09:21:13.048,1.411e-08,18.0
2025-11-06T09:21:14.125,1.415e-08,18.0
2025-11-06T09:21:15.179,1.419e-08,18.0
2025-11-06T09:21:16.213,1.413e-08,18.0
2025-11-06T09:21:17.266,1.418e-08,18.0
2025-11-06T09:21:18.325,1.419e-08,18.0
2025-11-06T09:21:19.376,1.419e-08,18.0
2025-11-06T09:21:20.430,1.415e-08,18.0
2025-11-06T09:21:21.484,1.4159999999999999e-08,18.0
2025-11-06T09:21:22.554,1.4159999999999999e-08,18.0
2025-11-06T09:21:23.591,1.415e-08,18.0
2025-11-06T09:21:24.647,1.419e-08,18.0
2025-11-06T09:21:25.701,1.418e-08,18.0
2025-11-06T09:21:26.756,1.4169999999999999e-08,18.0
2025-11-06T09:21:27.811,1.4169999999999999e-08,18.0
2025-11-06T09:21:28.864,1.418e-08,18.0
2025-11-06T09:21:29.924,1.415e-08,18.0
2025-11-06T09:21:30.971,1.4159999999999999e-08,18.0
2025-11-06T09:21:32.027,1.418e-08,18.0
2025-11-06T09:21:33.081,1.418e-08,18.0
2025-11-06T09:21:34.143,1.4140000000000001e-08,18.0
2025-11-06T09:21:36.198,1.415e-08,18.0
2025-11-06T09:21:36.308,1.418e-08,18.0
2025-11-06T09:21:37.330,1.4169999999999999e-08,18.0
2025-11-06T09:21:38.384,1.4159999999999999e-08,18.0
2025-11-06T09:21:39.437,1.419e-08,18.0
2025-11-06T09:21:40.492,1.413e-08,18.0
2025-11-06T09:21:41.548,1.4169999999999999e-08,18.0
2025-11-06T09:21:42.602,1.415e-08,18.0
2025-11-06T09:21:43.650,1.418e-08,18.0
2025-11-06T09:21:44.708,1.4169999999999999e-08,18.0
2025-11-06T09:21:45.767,1.4159999999999999e-08,18.0
2025-11-06T09:21:46.820,1.421e-08,18.0
2025-11-06T09:21:47.867,1.419e-08,18.0
2025-11-06T09:21:49.033,1.418e-08,18.0
2025-11-06T09:21:50.236,1.42e-08,18.0
2025-11-06T09:21:51.363,1.418e-08,18.0
2025-11-06T09:21:52.525,1.419e-08,18.0
2025-11-06T09:21:53.785,1.415e-08,18.0
2025-11-06T09:21:55.031,1.415e-08,18.0
2025-11-06T09:21:56.279,1.4169999999999999e-08,18.0
2025-11-06T09:21:56.410,1.418e-08,18.0
2025-11-06T09:21:57.590,1.419e-08,18.0
2025-11-06T09:21:58.857,1.423e-08,18.0
2025-11-06T09:22:00.102,1.419e-08,18.0
2025-11-06T09:22:00.572,1.421e-08,18.0
2025-11-06T09:22:01.627,1.4169999999999999e-08,18.0
2025-11-06T09:22:02.681,1.42e-08,18.0
2025-11-06T09:22:03.735,1.415e-08,18.0
2025-11-06T09:22:04.790,1.419e-08,18.0
2025-11-06T09:22:05.844,1.4169999999999999e-08,18.0
2025-11-06T09:22:06.899,1.418e-08,18.0
2025-11-06T09:22:07.955,1.421e-08,18.0
2025-11-06T09:22:09.006,1.4169999999999999e-08,18.0
2025-11-06T09:22:10.061,1.419e-08,18.0
2025-11-06T09:22:11.115,1.423e-08,18.0
2025-11-06T09:22:12.167,1.418e-08,18.0
2025-11-06T09:22:13.223,1.42e-08,18.0
2025-11-06T09:22:14.277,1.4169999999999999e-08,18.0
2025-11-06T09:22:15.345,1.4220000000000001e-08,18.0
2025-11-06T09:22:16.383,1.423e-08,18.0
2025-11-06T09:22:17.440,1.423e-08,18.0
2025-11-06T09:22:18.507,1.421e-08,18.0
2025-11-06T09:22:19.550,1.421e-08,18.0
2025-11-06T09:22:20.598,1.4220000000000001e-08,18.0
2025-11-06T09:22:21.658,1.4220000000000001e-08,18.0
2025-11-06T09:22:22.710,1.419e-08,18.0
2025-11-06T09:22:23.764,1.419e-08,18.0
2025-11-06T09:22:24.816,1.4220000000000001e-08,18.0
2025-11-06T09:22:25.875,1.419e-08,18.0
2025-11-06T09:22:26.942,1.423e-08,18.0
2025-11-06T09:22:27.984,1.421e-08,18.0
2025-11-06T09:22:29.065,1.423e-08,18.0
2025-11-06T09:22:30.108,1.42e-08,18.0
2025-11-06T09:22:31.163,1.42e-08,18.0
2025-11-06T09:22:32.219,1.421e-08,18.0
2025-11-06T09:22:33.271,1.42e-08,18.0
2025-11-06T09:22:34.325,1.421e-08,18.0
2025-11-06T09:22:35.380,1.419e-08,18.0
2025-11-06T09:22:36.439,1.421e-08,18.0
2025-11-06T09:22:37.489,1.419e-08,18.0
2025-11-06T09:22:38.546,1.42e-08,18.0
2025-11-06T09:22:39.602,1.4159999999999999e-08,18.0
