timestamp,pressure,temperature
2025-11-06T09:22:40.652,1.4220000000000001e-08,18.0
2025-11-06T09:22:41.706,1.421e-08,18.0
2025-11-06T09:22:42.760,1.423e-08,18.0
2025-11-06T09:22:43.815,1.423e-08,18.0
2025-11-06T09:22:44.868,1.421e-08,18.0
2025-11-06T09:22:45.925,1.421e-08,18.0
2025-11-06T09:22:46.978,1.42e-08,18.0
2025-11-06T09:22:48.032,1.423e-08,18.0
2025-11-06T09:22:49.085,1.4220000000000001e-08,18.0
2025-11-06T09:22:50.143,1.419e-08,18.0
2025-11-06T09:22:51.193,1.42e-08,18.0
2025-11-06T09:22:52.251,1.4220000000000001e-08,18.0
2025-11-06T09:22:53.302,1.424e-08,18.0
2025-11-06T09:22:54.358,1.423e-08,18.0
2025-11-06T09:22:55.408,1.4220000000000001e-08,18.0
2025-11-06T09:22:56.465,1.4169999999999999e-08,18.0
2025-11-06T09:22:57.520,1.423e-08,18.0
2025-11-06T09:22:58.574,1.4249999999999999e-08,18.0
2025-11-06T09:22:59.629,1.42e-08,18.0
2025-11-06T09:23:00.681,1.4249999999999999e-08,18.0
2025-11-06T09:23:01.734,1.4220000000000001e-08,18.0
2025-11-06T09:23:02.808,1.423e-08,18.0
2025-11-06T09:23:03.849,1.421e-08,18.0
2025-11-06T09:23:04.926,1.418e-08,18.0
2025-11-06T09:23:05.972,1.4220000000000001e-08,18.0
2025-11-06T09:23:07.037,1.423e-08,18.0
2025-11-06T09:23:08.078,1.419e-08,18.0
2025-11-06T09:23:09.134,1.4220000000000001e-08,18.0
2025-11-06T09:23:10.184,1.4249999999999999e-08,18.0
2025-11-06T09:23:11.241,1.4220000000000001e-08,18.0
2025-11-06T09:23:12.297,1.4220000000000001e-08,18.0
2025-11-06T09:23:13.356,1.4249999999999999e-08,18.0
2025-11-06T09:23:14.405,1.424e-08,18.0
2025-11-06T09:23:15.461,1.424e-08,18.0
2025-11-06T09:23:16.528,1.424e-08,18.0
2025-11-06T09:23:18.451,1.42e-08,18.0
2025-11-06T09:23:18.637,1.4249999999999999e-08,18.0
2025-11-06T09:23:19.770,1.419e-08,18.0
2025-11-06T09:23:21.007,1.426e-08,18.0
2025-11-06T09:23:21.801,1.4249999999999999e-08,18.0
2025-11-06T09:23:22.855,1.424e-08,18.0
2025-11-06T09:23:23.910,1.423e-08,18.0
2025-11-06T09:23:24.980,1.424e-08,18.0
2025-11-06T09:23:26.037,1.423e-08,18.0
2025-11-06T09:23:27.069,1.4220000000000001e-08,18.0
2025-11-06T09:23:28.124,1.423e-08,18.0
2025-11-06T09:23:29.181,1.423e-08,18.0
2025-11-06T09:23:30.235,1.427e-08,18.0
2025-11-06T09:23:31.285,1.428e-08,18.0
2025-11-06T09:23:32.345,1.424e-08,18.0
2025-11-06T09:23:33.398,1.426e-08,18.0
2025-11-06T09:23:34.453,1.429e-08,18.0
2025-11-06T09:23:35.504,1.426e-08,18.0
2025-11-06T09:23:36.561,1.424e-08,18.0
2025-11-06T09:23:37.614,1.4249999999999999e-08,18.0
2025-11-06T09:23:38.674,1.423e-08,18.0
2025-11-06T09:23:39.724,1.427e-08,18.0
2025-11-06T09:23:40.775,1.424e-08,18.0
2025-11-06T09:23:41.833,1.424e-08,18.0
2025-11-06T09:23:42.901,1.424e-08,18.0
2025-11-06T09:23:43.932,1.4220000000000001e-08,18.0
2025-11-06T09:23:44.992,1.428e-08,18.0
2025-11-06T09:23:46.050,1.426e-08,18.0
2025-11-06T09:23:47.101,1.427e-08,18.0
2025-11-06T09:23:48.157,1.429e-08,18.0
2025-11-06T09:23:49.228,1.4249999999999999e-08,18.0
2025-11-06T09:23:50.274,1.426e-08,18.0
2025-11-06T09:23:51.321,1.424e-08,18.0
2025-11-06T09:23:52.376,1.427e-08,18.0
2025-11-06T09:23:53.431,1.426e-08,18.0
2025-11-06T09:23:54.486,1.426e-08,18.0
2025-11-06T09:23:55.539,1.43e-08,18.0
2025-11-06T09:23:56.592,1.426e-08,18.0
2025-11-06T09:23:57.648,1.428e-08,18.0
2025-11-06T09:23:58.701,1.428e-08,18.0
2025-11-06T09:23:59.757,1.431e-08,18.0
2025-11-06T09:24:00.810,1.429e-08,18.0
2025-11-06T09:24:01.910,1.426e-08,18.0
2025-11-06T09:24:02.935,1.427e-08,18.0
2025-11-06T09:24:03.987,1.426e-08,18.0
2025-11-06T09:24:05.044,1.43e-08,18.0
2025-11-06T09:24:06.097,1.429e-08,18.0
2025-11-06T09:24:07.152,1.431e-08,18.0
2025-11-06T09:24:08.201,1.427e-08,18.0
2025-11-06T09:24:09.262,1.4249999999999999e-08,18.0
2025-11-06T09:24:10.314,1.428e-08,18.0
2025-11-06T09:24:11.750,1.427e-08,18.0
2025-11-06T09:24:12.988,1.428e-08,18.0
2025-11-06T09:24:14.218,1.427e-08,18.0
2025-11-06T09:24:15.521,1.429e-08,18.0
2025-11-06T09:24:15.608,1.436e-08,18.0
2025-11-06T09:24:16.842,1.431e-08,18.0
2025-11-06T09:24:18.084,1.428e-08,18.0
2025-11-06T09:24:19.314,1.429e-08,18.0
2025-11-06T09:24:20.586,1.4340000000000001e-08,18.0
2025-11-06T09:24:21.812,1.428e-08,18.0
2025-11-06T09:24:21.951,1.4369999999999999e-08,18.0
2025-11-06T09:24:23.130,1.438e-08,18.0
2025-11-06T09:24:24.051,1.4369999999999999e-08,17.9
2025-11-06T09:24:25.104,1.4430000000000001e-08,18.0
2025-11-06T09:24:26.162,1.441e-08,18.0
2025-11-06T09:24:27.215,1.4420000000000001e-08,18.0
2025-11-06T09:24:28.271,1.441e-08,18.0
2025-11-06T09:24:29.323,1.4420000000000001e-08,18.0
2025-11-06T09:24:30.379,1.446e-08,17.9
2025-11-06T09:24:31.432,1.447e-08,18.0
2025-11-06T09:24:32.487,1.448e-08,18.0
2025-11-06T09:24:34.543,1.4449999999999999e-08,18.0
2025-11-06T09:24:34.651,1.4449999999999999e-08,18.0
2025-11-06T09:24:35.872,1.446e-08,18.0
2025-11-06T09:24:36.720,1.449e-08,18.0
2025-11-06T09:24:37.779,1.451e-08,18.0
2025-11-06T09:24:38.828,1.45e-08,18.0
2025-11-06T09:24:39.884,1.454e-08,18.0
2025-11-06T09:24:40.937,1.45e-08,18.0
2025-11-06T09:24:42.012,1.451e-08,18.0
2025-11-06T09:24:43.045,1.45e-08,18.0
2025-11-06T09:24:44.099,1.449e-08,18.0
2025-11-06T09:24:45.153,1.453e-08,18.0
2025-11-06T09:24:46.208,1.454e-08,18.0
2025-11-06T09:24:47.262,1.448e-08,18.0
2025-11-06T09:24:48.316,1.45e-08,18.0
2025-11-06T09:24:49.371,1.452e-08,18.0
2025-11-06T09:24:50.424,1.452e-08,18.0
2025-11-06T09:24:51.480,1.452e-08,18.0
2025-11-06T09:24:52.534,1.452e-08,18.0
2025-11-06T09:24:53.590,1.452e-08,18.0
2025-11-06T09:24:54.641,1.452e-08,18.0
2025-11-06T09:24:55.697,1.451e-08,17.9
2025-11-06T09:24:56.764,1.45e-08,18.0
2025-11-06T09:24:57.808,1.451e-08,18.0
2025-11-06T09:24:58.970,1.45e-08,18.0
2025-11-06T09:24:59.962,1.451e-08,18.0
2025-11-06T09:25:01.016,1.45e-08,18.0
2025-11-06T09:25:02.071,1.449e-08,18.0
2025-11-06T09:25:03.184,1.45e-08,18.0
2025-11-06T09:25:04.185,1.451e-08,18.0
2025-11-06T09:25:05.233,1.457e-08,18.0
2025-11-06T09:25:06.311,1.455e-08,18.0
2025-11-06T09:25:07.340,1.455e-08,18.0
2025-11-06T09:25:08.396,1.455e-08,18.0
2025-11-06T09:25:09.451,1.455e-08,18.0
2025-11-06T09:25:10.503,1.453e-08,18.0
2025-11-06T09:25:11.559,1.453e-08,18.0
2025-11-06T09:25:12.613,1.456e-08,18.0
2025-11-06T09:25:13.667,1.453e-08,18.0
2025-11-06T09:25:14.720,1.451e-08,18.0
2025-11-06T09:25:15.841,1.454e-08,18.0
